time,marker_marker_hip_r_x,marker_marker_hip_r_y,marker_marker_hip_r_z,marker_marker_hip_l_x,marker_marker_hip_l_y,marker_marker_hip_l_z,marker_marker_shoulder_r_x,marker_marker_shoulder_r_y,marker_marker_shoulder_r_z,marker_marker_shoulder_l_x,marker_marker_shoulder_l_y,marker_marker_shoulder_l_z,marker_marker_knee_r_x,marker_marker_knee_r_y,marker_marker_knee_r_z,marker_marker_ankle_r_x,marker_marker_ankle_r_y,marker_marker_ankle_r_z,marker_marker_heel_r_x,marker_marker_heel_r_y,marker_marker_heel_r_z,marker_marker_toe_r_x,marker_marker_toe_r_y,marker_marker_toe_r_z,marker_marker_knee_l_x,marker_marker_knee_l_y,marker_marker_knee_l_z,marker_marker_ankle_l_x,marker_marker_ankle_l_y,marker_marker_ankle_l_z,marker_marker_heel_l_x,marker_marker_heel_l_y,marker_marker_heel_l_z,marker_marker_toe_l_x,marker_marker_toe_l_y,marker_marker_toe_l_z
0.1,0.04008919585208438,0.9495098216866427,0.03166666667,0.04008919585208438,0.9495098216866427,-0.03166666667,0.07340021252549442,1.5616447768945527,0.05277777778,0.07340021252549442,1.5616447768945527,-0.05277777778,0.16091650108346303,0.5606765795352843,0.02111111111,0.16669848108734234,0.08955885430521471,0.02111111111,0.08141085973947645,0.024389019746848754,0.01583333333,0.3242964973143622,0.04422069783860552,0.01583333333,0.007013539346993499,0.5375609839315922,-0.02111111111,-0.2879734631563081,0.16573349397558756,-0.02111111111,-0.39338349557087515,0.1845347224681454,-0.01583333333,-0.22726953674553763,0.006229139046122684,-0.01583333333
0.11,0.04131014636492671,0.950319970218286,0.03166666667,0.04131014636492671,0.950319970218286,-0.03166666667,0.0738423738622456,1.5624968085528221,0.05277777778,0.0738423738622456,1.5624968085528221,-0.05277777778,0.1585195448955209,0.5602701436683217,0.02111111111,0.15566568258830377,0.08897513464563994,0.02111111111,0.06969317186977214,0.024739782085263,0.01583333333,0.31269361655735206,0.043111289310644466,0.01583333333,0.01980861472128776,0.5381809724550026,-0.02111111111,-0.281542783252629,0.17123197796222162,-0.02111111111,-0.3849950866534806,0.19730958660685616,-0.01583333333,-0.23752258465901216,0.003302912619631365,-0.01583333333
0.12,0.04230918404362767,0.9510212692205684,0.03166666667,0.04230918404362767,0.9510212692205684,-0.03166666667,0.07415426219130443,1.5632342372447474,0.05277777778,0.07415426219130443,1.5632342372447474,-0.05277777778,0.1554492377980847,0.5596465407771128,0.02111111111,0.14457928649191595,0.08835598308674475,0.02111111111,0.058043666714618164,0.02491806881616372,0.01583333333,0.30111869838979016,0.04227483614789773,0.01583333333,0.032846956017278134,0.5390110445713221,-0.02111111111,-0.27547586514524774,0.17770404620232227,-0.02111111111,-0.3769673610010073,0.20944406875441018,-0.01583333333,-0.24466676223424597,0.00479001929032008,-0.01583333333
0.13,0.04316097042641765,0.9516600450130601,0.03166666667,0.04316097042641765,0.9516600450130601,-0.03166666667,0.07430263156306322,1.563909197042572,0.05277777778,0.07430263156306322,1.563909197042572,-0.05277777778,0.1516961947366876,0.5588384431289131,0.02111111111,0.13341839207932157,0.08770352777591728,0.02111111111,0.04643171282565296,0.024931201533215368,0.01583333333,0.28954897409976765,0.04168607147206331,0.01583333333,0.046010751207662445,0.5401216188656571,-0.02111111111,-0.2698964655746281,0.1853167148999061,-0.02111111111,-0.36979583515463527,0.22116696115693452,-0.01583333333,-0.24817813243089226,0.009989635716220857,-0.01583333333
0.14,0.04383706791774401,0.9522886224880536,0.03166666667,0.04383706791774401,0.9522886224880536,-0.03166666667,0.07432600687942292,1.564570625996402,0.05277777778,0.07432600687942292,1.564570625996402,-0.05277777778,0.1472091311971235,0.557911213765644,0.02111111111,0.12216460474912916,0.08705346336256231,0.02111111111,0.03482449321858578,0.024827230079695756,0.01583333333,0.2779599206733307,0.041316387501841585,0.01583333333,0.05921867924805953,0.541586736174746,-0.02111111111,-0.26433760752321633,0.19373862486915466,-0.02111111111,-0.3630789722893871,0.2325141781453841,-0.01583333333,-0.24832706317148098,0.01752876526839464,-0.01583333333
0.15,0.044254856876169826,0.9529489408108546,0.03166666667,0.044254856876169826,0.9529489408108546,-0.03166666667,0.07429536122298926,1.5652531097643207,0.05277777778,0.07429536122298926,1.5652531097643207,-0.05277777778,0.14198613043692493,0.5569537294429467,0.02111111111,0.11083430597149241,0.08646331991405681,0.02111111111,0.023210192820018558,0.024695347805245002,0.01583333333,0.26635136561568196,0.04109956944612644,0.01583333333,0.07242167087299999,0.5434772097740745,-0.02111111111,-0.25820083821459305,0.20244672179272838,-0.02111111111,-0.35614122061954306,0.24330313547032667,-0.01583333333,-0.24554375922712746,0.026151276326438655,-0.01583333333
0.16,0.044426311294523194,0.9536721063844974,0.03166666667,0.044426311294523194,0.9536721063844974,-0.03166666667,0.07422985629611993,1.5659878549362916,0.05277777778,0.07422985629611993,1.5659878549362916,-0.05277777778,0.1360954518797565,0.5560320116766657,0.02111111111,0.09942977282594251,0.08597461513901494,0.02111111111,0.011558387471399971,0.02461689434468066,0.01583333333,0.25470402098880063,0.04095486537892236,0.01583333333,0.085473923919625,0.545826504998794,-0.02111111111,-0.2512640153261316,0.21104643111093996,-0.02111111111,-0.34867640200287775,0.2533633643835852,-0.01583333333,-0.24036418468021514,0.03506267273387437,-0.01583333333
0.17,0.04439532377054754,0.9544862454024361,0.03166666667,0.04439532377054754,0.9544862454024361,-0.03166666667,0.07414052830382252,1.5668048308026181,0.05277777778,0.07414052830382252,1.5668048308026181,-0.05277777778,0.12953688968890426,0.5551811944712992,0.02111111111,0.08795994282339933,0.08560302609632864,0.02111111111,-0.00013390327068929508,0.024619725018820468,0.01583333333,0.24301918602257053,0.04084635631548321,0.01583333333,0.09817414217719742,0.5486316576241517,-0.02111111111,-0.24338056350296058,0.219061169177577,-0.02111111111,-0.34052152421412335,0.26226515378392723,-0.01583333333,-0.23292570933251827,0.043610473943643036,-0.01583333333
0.18,0.04418514338399303,0.9554031219524004,0.03166666667,0.04418514338399303,0.9554031219524004,-0.03166666667,0.0740450785853177,1.5677161231935783,0.05277777778,0.0740450785853177,1.5677161231935783,-0.05277777778,0.12235861140590146,0.554440423048743,0.02111111111,0.07645442643252916,0.0853700302360676,0.02111111111,-0.011855899280446329,0.024747554935083245,0.01583333333,0.23131400267387975,0.04072025600964418,0.01583333333,0.1103338999271595,0.5518527401250091,-0.02111111111,-0.23453919655725713,0.22609549978986426,-0.02111111111,-0.33176276395162607,0.26944836281533546,-0.01583333333,-0.22281067085146505,0.05146632271756116,-0.01583333333
0.19,0.04383754900214503,0.9564387153682735,0.03166666667,0.04383754900214503,0.9564387153682735,-0.03166666667,0.07395307704851835,1.568739198946144,0.05277777778,0.07395307704851835,1.568739198946144,-0.05277777778,0.11464487508126536,0.5538555482898029,0.02111111111,0.06494319663357559,0.08530896737730054,0.02111111111,-0.023600294382271958,0.025062529241921067,0.01583333333,0.2196025409926404,0.04052568744770576,0.01583333333,0.12164680519704701,0.555398333019889,-0.02111111111,-0.22459276826636487,0.23142176806370046,-0.02111111111,-0.3222834951629261,0.2740837713251636,-0.01583333333,-0.2098184188447332,0.05789326504693476,-0.01583333333
0.2,0.04339242339797361,0.9576027266386178,0.03166666667,0.04339242339797361,0.9576027266386178,-0.03166666667,0.07386182380638057,1.5698857027680857,0.05277777778,0.07386182380638057,1.5698857027680857,-0.05277777778,0.10654122129684032,0.5534758740921792,0.02111111111,0.053500347873280334,0.08545949736544817,0.02111111111,-0.035331304633789785,0.02565554763905764,0.01583333333,0.20793126929115888,0.04014859850844715,0.01583333333,0.13179009170379738,0.559129929453567,-0.02111111111,-0.21339959851188656,0.23428595560362764,-0.02111111111,-0.3119522537289102,0.27530357896708446,-0.01583333333,-0.1937629020051733,0.06218857354696722,-0.01583333333
0.21,0.04281430085794492,0.9588591694301423,0.03166666667,0.04281430085794492,0.9588591694301423,-0.03166666667,0.07376471472807734,1.5711180191828213,0.05277777778,0.07376471472807734,1.5711180191828213,-0.05277777778,0.09834265896487598,0.5533388613553902,0.02111111111,0.04220190835196229,0.08585727747214061,0.02111111111,-0.04700818918696637,0.02661599212892376,0.01583333333,0.196343666435827,0.03952346132458438,0.01583333333,0.14076112992067427,0.562942336012702,-0.02111111111,-0.20099265959143986,0.23463121535969378,-0.02111111111,-0.3007628492136689,0.27300018237897783,-0.01583333333,-0.1746366377312643,0.06448421854601472,-0.01583333333
0.22,0.042132035030393936,0.9601696925134844,0.03166666667,0.042132035030393936,0.9601696925134844,-0.03166666667,0.07362699817756757,1.5724007718581747,0.05277777778,0.07362699817756757,1.5724007718581747,-0.05277777778,0.09019604127743568,0.5534200154275254,0.02111111111,0.030967655845204722,0.08648976044002088,0.02111111111,-0.058668111562927686,0.027882743020146365,0.01583333333,0.1847768091675131,0.0388963240292119,0.01583333333,0.14859326830931635,0.5667267386110196,-0.02111111111,-0.18733087956124056,0.23248218055802483,-0.02111111111,-0.28853587494473343,0.26729348473826453,-0.01583333333,-0.15282156695058113,0.06488707426230605,-0.01583333333
0.23,0.041412482298000194,0.9614975990694811,0.03166666667,0.041412482298000194,0.9614975990694811,-0.03166666667,0.07341737711541704,1.5737022330987673,0.05277777778,0.07341737711541704,1.5737022330987673,-0.05277777778,0.0820079457551176,0.553648244366556,0.02111111111,0.019663502446629608,0.0872953117507354,0.02111111111,-0.07037477187689278,0.029300739125346982,0.01583333333,0.17314381360149644,0.03854340771716787,0.01583333333,0.15536985750397345,0.5703859597211788,-0.02111111111,-0.1723857931306228,0.22804834115030936,-0.02111111111,-0.2750934248069744,0.25852084833431965,-0.01583333333,-0.12874352164519898,0.0636659427234196,-0.01583333333
0.24,0.04067149706190425,0.9627966079687809,0.03166666667,0.04067149706190425,0.9627966079687809,-0.03166666667,0.07313455740737553,1.5749771180572778,0.05277777778,0.07313455740737553,1.5749771180572778,-0.05277777778,0.07369719142403676,0.5539639915696848,0.02111111111,0.00827699072123772,0.08821153721907227,0.02111111111,-0.08212916841343815,0.030788674432604114,0.01583333333,0.16144463444781937,0.03843922707924876,0.01583333333,0.1612416933148805,0.5738623630015194,-0.02111111111,-0.15615654081692187,0.22173914866308275,-0.02111111111,-0.26029284561878,0.24725102588588255,-0.01583333333,-0.10285030458443271,0.061244104862116094,-0.01583333333
0.25,0.03988964906440071,0.9640142797453662,0.03166666667,0.03988964906440071,0.9640142797453662,-0.03166666667,0.07279635324040615,1.576171102822165,0.05277777778,0.07279635324040615,1.576171102822165,-0.05277777778,0.06526230981731646,0.5543220741415068,0.02111111111,-0.003163007580917407,0.08918883111677739,0.02111111111,-0.09391809610446065,0.03231673753024647,0.01583333333,0.14969853841948877,0.0384538198433894,0.01583333333,0.1663433967310301,0.5771144283263394,-0.02111111111,-0.1387450773514694,0.21406373183943472,-0.02111111111,-0.24415706918818744,0.23399965131664516,-0.01583333333,-0.07523422098362736,0.05835284733048379,-0.01583333333
0.26,0.039085805334673006,0.965124487358932,0.03166666667,0.039085805334673006,0.965124487358932,-0.03166666667,0.07240675130973984,1.57725890215566,0.05277777778,0.07240675130973984,1.57725890215566,-0.05277777778,0.056616195830565076,0.5546902304504977,0.02111111111,-0.014638928161173785,0.09018599877050398,0.02111111111,-0.10572746911129273,0.03384534988578278,0.01583333333,0.13792199058747734,0.03850036702766743,0.01583333333,0.1707229529653722,0.5800936611162817,-0.02111111111,-0.11994419040952736,0.2051581762049412,-0.02111111111,-0.22632402267254048,0.21931750467231242,-0.01583333333,-0.0467672827226641,0.05455675226244297,-0.01583333333
0.27,0.038229794954789745,0.9660784360607477,0.03166666667,0.038229794954789745,0.9660784360607477,-0.03166666667,0.07199065899706414,1.5781887457912123,0.05277777778,0.07199065899706414,1.5781887457912123,-0.05277777778,0.047800239274784,0.555035691578021,0.02111111111,-0.026143639038361203,0.09116919362618725,0.02111111111,-0.1175548804924528,0.035347673733306044,0.01583333333,0.12611821291554642,0.03853388544478008,0.01583333333,0.1744963227219172,0.5827791551544043,-0.02111111111,-0.09997432636498788,0.1955945173927564,-0.02111111111,-0.20701302554280857,0.20366110217779687,-0.01583333333,-0.0172468886314779,0.05077048219787811,-0.01583333333
