time,pelvis_tx,pelvis_ty,pelvis_tilt,q_hip_r,q_knee_r,q_ankle_r,q_hip_l,q_knee_l,q_ankle_l
0.41,-0.0044248452065438,0.0413602434089619,-0.0447141186261715,-0.1146673376570263,-0.1539853165169064,0.1449878538415584,0.3598169382074427,-0.1487275106157188,-0.0073003977116039
0.42,-0.0048620972644714,0.0398492943255912,-0.0455593225729541,-0.1229156133229253,-0.159363270093818,0.149133736752386,0.3537968798945249,-0.100200534318201,0.0049681873277127
0.43,-0.0049002887597918,0.0383536310245493,-0.0454093844707114,-0.1315077727095633,-0.1665814517039033,0.1525276119123153,0.347815311956775,-0.0632927558187205,0.0164262018951338
0.44,-0.0045802483778465,0.0369099198765543,-0.0443771209272713,-0.1400999209813959,-0.1759579036865956,0.1549500404034591,0.3424662453780866,-0.0391343403678291,0.0241752226375467
0.45,-0.0039811886505874,0.0355453839593379,-0.0426877441596826,-0.1481476642692518,-0.1879007922846696,0.1562471028681177,0.338573799930457,-0.0286262634068694,0.0249034960108177
0.46,-0.0031581447620755,0.0342770581520017,-0.0405239939225097,-0.1552940650308654,-0.2025715177171875,0.1562010007500187,0.3365419780272822,-0.031606743302447,0.0161675784093478
0.47,-0.0021371123553352,0.0331101969994755,-0.0380119388168677,-0.1613124053251479,-0.2200609257259876,0.1546179986440433,0.3363023666226648,-0.0469845920591457,-0.0014209204013544
0.48,-0.0008577355186434,0.0320462398719834,-0.0350736622787797,-0.1664026219245734,-0.240178496257036,0.1511471075295092,0.3365118183224194,-0.0711144945496167,-0.0250499915467609
0.49,0.0007972690343153,0.0310987288993895,-0.031529079454716,-0.1709299265702299,-0.2626612716706565,0.1452919072870201,0.3339830189337451,-0.0950612608475077,-0.0480380503203694
0.5,0.0027899868622798,0.0302920900088258,-0.0275042375598984,-0.1744169430634216,-0.2879621442382959,0.1366990599118481,0.3283291798109911,-0.115491211836881,-0.0671119865083671
0.51,0.0050176376696583,0.0296530647616577,-0.0232013551673819,-0.1761100853599345,-0.3167729518048893,0.1249479651471163,0.3212736015334159,-0.1350508364537453,-0.0812294910923533
0.52,0.0073478499888316,0.0292028134108232,-0.0189063656134394,-0.175034013624034,-0.349945710803883,0.1094586187829023,0.3145232380064671,-0.1567105369730556,-0.0854513427454661
0.53,0.0097224096516262,0.0289676804334114,-0.0147406999289719,-0.1705957651921681,-0.3879151985663164,0.0891868566114623,0.307928602712255,-0.1796991839400436,-0.0805798535196647
0.54,0.0118405346609403,0.0289343062626854,-0.0114280074417987,-0.1610578894231553,-0.4316570825593691,0.0631301413382648,0.3038539598601554,-0.2065430936616252,-0.0656685612367022
0.55,0.0135928515462968,0.0290980823011533,-0.009154566900112,-0.1459101895213281,-0.4809598424725513,0.0295026672266159,0.3024641892525738,-0.2366886560502443,-0.0428727659585314
0.56,0.0152582153504721,0.029474102334321,-0.0071120606078379,-0.1270104262471566,-0.5334570027180345,-0.0142295587795477,0.2995009425385251,-0.2633885748416258,-0.0201862993232769
0.5700000000000001,0.0169155722323303,0.0300417097582307,-0.0050211683764266,-0.1056348415192511,-0.5864194391220149,-0.0705531115591051,0.2934139436666909,-0.2841181774913568,-0.0006943159786039
0.58,0.0184470022518098,0.0307582895536386,-0.0031306925154862,-0.0824607669383306,-0.6369172780593595,-0.14159769911398,0.2851731751023443,-0.2997811876538209,0.0152858671034511
0.59,0.0197912843853693,0.031577481061467,-0.001549810371317,-0.0583752788962449,-0.6823233288008524,-0.2286222568864983,0.2752556927971143,-0.310994066969709,0.0289557529179979
0.6,0.0208516648659109,0.0322986282762957,-0.0003274653826793,-0.0327170119469673,-0.7301159267250514,-0.2949289421778027,0.264865231840713,-0.3198933172537271,0.0422962893315259
0.61,0.0217304982266673,0.0329336221619675,0.0008329872776229,-0.0061495504604811,-0.7814108110906804,-0.3322332474462068,0.2533997893175371,-0.3262089057589597,0.0560091233016616
0.62,0.0224242812008997,0.0335292639802945,0.0019130955202099,0.0210789439670213,-0.8351706874123906,-0.3456620995638844,0.2410997741236114,-0.3303177204658493,0.0693115297143938
0.63,0.0228822558115125,0.0341525277869596,0.0027075860669269,0.049247783450011,-0.8887928060987457,-0.3450093071892348,0.2277557750273813,-0.3313797876038397,0.0821188871883273
0.64,0.023100261446712,0.0348343905779797,0.003168072114518,0.0781724974517401,-0.9409764289443244,-0.3357096024186053,0.2137795198875193,-0.3300809554090742,0.0937231334418604
0.65,0.0231342394186073,0.0356052485720301,0.003386206386201,0.1072277324039756,-0.9899178789858264,-0.3213774325961703,0.1988957116813704,-0.3262131283789334,0.1040595494514515
0.66,0.0229946296771423,0.0364841686935583,0.0033364945801582,0.1359971820222816,-1.0338339101091298,-0.3040821392203346,0.1832732040896243,-0.3199903184233296,0.1126227054234256
0.67,0.0227571190274145,0.0374796449685912,0.003155696254662,0.1636766090218591,-1.0712516835467412,-0.2804402652060948,0.1664344215070018,-0.3109098497415508,0.1195481372722037
0.68,0.0224412426027753,0.0386075338814969,0.0028459108128643,0.1895172735097036,-1.099132915368742,-0.256184182227484,0.148628292782339,-0.2993833381013304,0.1240868442074715
0.6900000000000001,0.0220232780131299,0.0398484832623687,0.0023418391746035,0.2131918674009293,-1.1164479514310508,-0.2291237812905502,0.1305976288326402,-0.2865228133654256,0.1256195933485217
0.7000000000000001,0.0214823431432559,0.0411668026022376,0.0016347319114552,0.2347478178089401,-1.1233060075779364,-0.2004031698923522,0.1129968506209982,-0.273467478462689,0.1242035391512872
0.71,0.0208050712283082,0.0425195036342357,0.0007254765275166,0.2542091687948396,-1.119879796685195,-0.1719494124201164,0.0964071054525571,-0.261550470085681,0.1217682475759303
0.72,0.0200468262025602,0.043862038019414,-0.0002433107664982,0.2715504076839359,-1.1071984696554988,-0.1446635467666992,0.0803311370544819,-0.2504888388122395,0.1202833509856364
0.73,0.019231412897091,0.0451471685355897,-0.0012215080770809,0.2870133080244398,-1.0866918238451908,-0.1191478836430429,0.0644023388469547,-0.2396981682429679,0.1194847782400436
0.74,0.0183613758128794,0.0463313186468543,-0.0022205679658552,0.3008702213671557,-1.0596082286280069,-0.0955226799533827,0.0484788920463429,-0.2288321865014436,0.1188572663896523
0.75,0.0173905219543251,0.0473741059324186,-0.0033766060859379,0.3135777153717225,-1.0270852996012003,-0.0739678341196742,0.0330086221561547,-0.218358706846464,0.1182578848241054
0.76,0.0163190210038152,0.0482475442897057,-0.0047138439721926,0.3252646236892813,-0.9897723222964796,-0.0550982379502525,0.0179483741261393,-0.2081403359696582,0.1176456247272261
0.77,0.0151034389869685,0.0489276329121736,-0.0063705604101609,0.3361932838406076,-0.9482933589086554,-0.0378161534364212,0.0037881556593126,-0.1987688884248084,0.1172017306752115
0.78,0.0137589428645323,0.0494042990942652,-0.0083371826819916,0.3462658637427387,-0.9026832236040422,-0.0236235300125975,-0.0096238784503727,-0.1900016300581864,0.1169499789904882
0.79,0.0122870808371955,0.049669101779111,-0.0106367205642419,0.3555444272335729,-0.8533403074562713,-0.0133740795082727,-0.0222953108607604,-0.1817922845813414,0.1169840819347173
0.8,0.0106655966380955,0.0497178483910342,-0.0133575986249478,0.3640475788859109,-0.8005357420974134,-0.0048684494157839,-0.0338508572599097,-0.174681319387124,0.1175398474988405
0.81,0.0089303166385872,0.0495568907923205,-0.0164429106230572,0.3714475235854492,-0.7440813393742679,0.002479047927407,-0.0445547670733307,-0.1683405005383988,0.1185778146758422
0.8200000000000001,0.0071278549938593,0.0492023732449638,-0.0198108926563846,0.3771292117684184,-0.682955093119642,0.0078528209351238,-0.0546887178119447,-0.1624651120855804,0.1199690174778785
0.8300000000000001,0.0052777647474828,0.0486732611776117,-0.0234452491529472,0.3805513217914408,-0.6157850145889715,0.0079789254623906,-0.0641689797399972,-0.1572666246290415,0.1216887157049761
0.84,0.0033944962233259,0.0479742299442121,-0.027338597375897,0.381527702159452,-0.5423126956652224,0.0032019798126615,-0.072844451208277,-0.1530797809758997,0.1238371398960617
0.85,0.0014797592898339,0.0471005365996802,-0.0314944683952987,0.3806386947316464,-0.4642623510532961,-0.006647709956458,-0.0805471117099261,-0.1502596214694672,0.1266369654562732
0.86,-0.000383701450066,0.0460459426902654,-0.0356812043649784,0.3784828173861186,-0.385609010804635,-0.0147132714106473,-0.0875506785507037,-0.148898984907699,0.1301913039908814
0.87,-0.0020902063980715,0.0448263683884511,-0.0395916947506831,0.375417005204669,-0.3098738723428483,-0.0190877399574945,-0.0942486782885239,-0.1490331785509492,0.1344160211256931
0.88,-0.0034500081948756,0.0434708227814786,-0.0427173043508097,0.3706784139415712,-0.2389697935390689,-0.0124994043460451,-0.1015110823011194,-0.150288688731779,0.1389339334400295
0.89,-0.004376439132274,0.0420302121589874,-0.0447954438685441,0.3640630920909213,-0.1737431510606528,-0.0055490515831583,-0.1096099768940053,-0.1527387534055984,0.1433406296605612
0.9,-0.0049221287733531,0.0405408049276255,-0.0459291121042382,0.3570813632240948,-0.1181743129023063,0.0012808305188214,-0.1180971112086644,-0.1569253164724509,0.1475297039570854
0.91,-0.0051084599599099,0.0390401615981482,-0.046164103585173,0.350644746684672,-0.0751072094782525,0.011607608506365,-0.1267530796719539,-0.1630801508770427,0.1512373895162995
0.92,-0.0049432699716736,0.0375725925815975,-0.0455184491008079,0.3450762290655575,-0.0454871162638355,0.0213134257910989,-0.135414270703084,-0.1713882689033843,0.1541312333335697
0.93,-0.0044569374389535,0.0361748351344252,-0.0440881905337654,0.3407728151137271,-0.0300137812573367,0.0261671439462755,-0.1437266866830981,-0.182244609803207,0.1559766895712326
0.94,-0.0037122092513542,0.0348689775634047,-0.0420701126967632,0.3381751328178393,-0.0285336921390406,0.0230742278749161,-0.1512908399792981,-0.1958405851137734,0.1565553620512921
0.95,-0.0027429885049856,0.0336665616023613,-0.0396043705548667,0.3372554066822758,-0.0397702656640647,0.009321561561541,-0.1578857738799002,-0.2122012739307535,0.1556255768718795
0.96,-5e-06,0.0317466182432357,-0.033217279738741,0.3333810235663167,-0.0784995471819276,-0.0391759737656153,-0.1689349760905069,-0.2486667802854555,0.1486449462440569
0.97,0.0018884965256655,0.0308704000754483,-0.0292453598988357,0.3280890723050614,-0.0988076852197669,-0.0615850945715872,-0.1732601538378428,-0.2724796451557727,0.1415353306515777
0.98,0.0039375412640836,0.0301348728540476,-0.025230706410576,0.3221091305058374,-0.1191255470849445,-0.0781234749138744,-0.1755318209885311,-0.2998419173258261,0.1317399411739097
0.99,0.0059778830558608,0.0295545426663327,-0.0215321425747108,0.3179425029022809,-0.143630120702429,-0.0842404239598767,-0.1747116964908091,-0.3315806632408513,0.1188951044047053
1.0,0.00811393592789,0.0291717372538488,-0.0178415991296551,0.3141440498423584,-0.1704966709386222,-0.0788718837055112,-0.1710686182002892,-0.3676331193746947,0.1018377131286265
1.01,0.010478543806196,0.0290340884475198,-0.0138044860380912,0.30776018085801,-0.1941083161157117,-0.0699605745721362,-0.1650478275553415,-0.4075942584119876,0.0790121967016682
1.02,0.0127010990033964,0.0291176132366851,-0.0103047187128982,0.30203671821911,-0.2184822137116088,-0.0546860608539732,-0.1545661882428903,-0.4526285867181673,0.0494550000449452
1.03,0.0144704703101985,0.0293851827093571,-0.008038690896431,0.2996308502815776,-0.2469194609431071,-0.0312429835102622,-0.1382212489712088,-0.5028624906846766,0.0116758087453273
1.04,0.0161285651310818,0.0298511570073229,-0.0060479732998836,0.2954245776354555,-0.2710454023107154,-0.0101532186066934,-0.1183472315327198,-0.5553240226863992,-0.0369493784103405
1.05,0.017680827085158,0.0304831288376535,-0.0042318568508955,0.2888879254256288,-0.2899267088839366,0.0069181258015116,-0.0959251999385174,-0.6074153414155704,-0.0991677164255508
1.06,0.0190732193947205,0.0312430797838502,-0.002676060971427,0.2804283445858184,-0.3040016637932347,0.0210205869446135,-0.0720393442340311,-0.6559130649647211,-0.1768508570055025
1.07,0.0202538283800161,0.0320264532542048,-0.001403853883071,0.2706614640415375,-0.3144321980785033,0.0339354703563974,-0.0471398233645437,-0.7019064284089082,-0.2570844957651704
1.08,0.0212173020794854,0.0327040867122135,-0.0002814184071617,0.2599893612354066,-0.322342567134245,0.0472202768907527,-0.021053536223719,-0.751156166537769,-0.3111211270204727
1.09,0.022032712221978,0.0333185968025196,0.0008675218861007,0.2480597399976148,-0.3275798491856074,0.0607622767990937,0.0056428376466749,-0.8033932295132555,-0.3380989832124292
1.1,0.0226750819456637,0.0339246212910272,0.0019335986620087,0.2349312751541133,-0.3300219228264996,0.0741738397065512,0.0329550875260291,-0.8569895395025696,-0.3450996762781511
1.11,0.0230697141605561,0.0345694250771929,0.0026659841892981,0.2210370059111423,-0.3298244207663215,0.0867888902185988,0.0612182093332775,-0.910071375695898,-0.3402401996804973
1.12,0.0232289371470122,0.0352843859234031,0.0030529766575377,0.2065289545887608,-0.3272866955951445,0.0980997484596238,0.0901138247368616,-0.9610335512476283,-0.3290564855049466
1.13,0.0231949387114662,0.036096504197787,0.0031482548424786,0.1912631684926988,-0.322293869166911,0.1078195231851587,0.1190601295318194,-1.0080128599065974,-0.3143978214687312
1.14,0.0229906796922726,0.0370173544194952,0.0029608831153967,0.1752974613096255,-0.3149593391660329,0.1155937858748031,0.1475836356217153,-1.0496298331361158,-0.2949046152281408
1.15,0.0226562795902594,0.0380617963791547,0.0025434569731799,0.1586879575726919,-0.3055210299755737,0.1210871300676995,0.1748424945096416,-1.0833012158805633,-0.2718925892875096
1.16,0.0222294282190775,0.0392380498060117,0.0019655096730129,0.1416174950437629,-0.2944072992230677,0.1236334225833024,0.1999225331529375,-1.1064003641349849,-0.2466295052906048
1.17,0.0216761577569233,0.040511116804891,0.0011798877745714,0.1248868607800934,-0.2829085154916482,0.1231341295173592,0.2229173092646411,-1.1191051117788833,-0.2184899859565296
1.18,0.0210220435983744,0.0418404371699052,0.0002904574441091,0.1086621877395694,-0.2718220219916361,0.1213807567551912,0.2437113854934762,-1.1216130666765434,-0.1892289252708783
1.19,0.0203288692190873,0.0431859241130305,-0.0005424676906161,0.0924216106250749,-0.2608582273094891,0.1202172104219058,0.2621634311869484,-1.1145268759932192,-0.1604024437670769
1.2,0.0196115979768585,0.0445007106194893,-0.0012908686474074,0.0759135904709785,-0.2496267346402705,0.1197049384746391,0.2785362806825093,-1.0991282740628985,-0.1331917613162131
1.21,0.0188527244946215,0.0457336436059308,-0.0020155771065872,0.0592314090403951,-0.2380937859619911,0.1193658453208945,0.2932271934585557,-1.0769898609422026,-0.1058298495238465
1.22,0.018070343456045,0.0468580865096906,-0.0026922817507748,0.0421084612802972,-0.2257679547514572,0.1187564991507836,0.3062622803043043,-1.048129301490554,-0.0845916892843946
1.23,0.0172371375139251,0.0478271375261409,-0.0034109584000743,0.0247862755101765,-0.2128868674116702,0.1178882298752364,0.3180571066288995,-1.0142611923816418,-0.0652775528393626
1.24,0.016279648219848,0.0486244891667692,-0.0043954020903069,0.0081117163903578,-0.2004690213134775,0.1168638626256539,0.3287362684469813,-0.9749695670119676,-0.0491950399351276
1.25,0.0150622747947338,0.0492203449306554,-0.0060148678541761,-0.0063991651066553,-0.1904804318109625,0.1162417657185803,0.3390720980964643,-0.9314448507183156,-0.0335794906458751
1.26,0.0135457069117751,0.0496088433449546,-0.0083977146050298,-0.018287732842292,-0.1835043685800582,0.116314674482147,0.3492070879168091,-0.8836590614842214,-0.0212632107068699
1.27,0.0117032145458559,0.0497694510884606,-0.0116327342304613,-0.0272979537625273,-0.1798373733837441,0.1174379772918416,0.3596294045114371,-0.8332449702746914,-0.0098342123551606
1.28,0.0097173311896462,0.0497185020044328,-0.0152941222740487,-0.0351866542315467,-0.1773094654703131,0.1191600902266533,0.3690023919773671,-0.7786813209213866,-0.0013956882221256
1.29,0.0078979675221392,0.0494794332313455,-0.0186362216929785,-0.0451832929564155,-0.171688150797252,0.1204271379706161,0.3754153794351362,-0.7184595240173177,0.0040299760262923
1.3,0.00615147192891,0.0490461304350504,-0.021919099738068,-0.0560795707294621,-0.1646268917543368,0.1216352878443526,0.3794400629217128,-0.653515537872293,0.0085103533820676
1.31,0.0043385366319672,0.0484379820415606,-0.0255331938638968,-0.0660347035252035,-0.1586336034977383,0.1232665012573298,0.3812250822871844,-0.5822906207418995,0.0072304894601312
1.32,0.0024683345547973,0.0476476887528561,-0.0294547555981154,-0.0749107059663647,-0.1540599101693379,0.1255074170055535,0.3814056529491956,-0.5069405080476886,-0.0001054697171595
1.33,0.0006492008082667,0.0466753703570987,-0.033406941892983,-0.0831377533280981,-0.1508472783666442,0.1284482545872352,0.3798134421578296,-0.4293862450503293,-0.0073394495205365
1.34,-0.0010075574501669,0.0455335344979568,-0.0370887940708948,-0.09110718171242,-0.1490224246030442,0.132022348007852,0.3763731167427195,-0.3518933052067273,-0.0114334817865409
1.35,-0.002442251264267,0.0442481307608112,-0.0403204667517096,-0.0989144981366735,-0.1488466507026951,0.1361059044484951,0.3714744386882602,-0.2769840012938613,-0.0143476969831281
1.36,-0.0035940913851615,0.0428475714940623,-0.0429106088589801,-0.1067216732875692,-0.1504655625191597,0.1405231046439831,0.3657767636925117,-0.208281752436568,-0.0134096444302518
1.37,-0.0044148452065438,0.041370243408962,-0.0447041186261715,-0.1146573376570263,-0.1539753165169064,0.1449978538415584,0.3598269382074427,-0.1487175106157189,-0.0072903977116039
1.38,-0.0048520972644714,0.0398592943255912,-0.0455493225729541,-0.1229056133229253,-0.159353270093818,0.149143736752386,0.353806879894525,-0.100190534318201,0.0049781873277127
1.39,-0.0048902887597918,0.0383636310245493,-0.0453993844707114,-0.1314977727095634,-0.1665714517039034,0.1525376119123153,0.347825311956775,-0.0632827558187205,0.0164362018951338
1.4,-0.0045702483778465,0.0369199198765543,-0.0443671209272713,-0.140089920981396,-0.1759479036865956,0.1549600404034591,0.3424762453780866,-0.0391243403678291,0.0241852226375467
1.41,-0.0039711886505874,0.0355553839593379,-0.0426777441596826,-0.1481376642692518,-0.1878907922846696,0.1562571028681176,0.338583799930457,-0.0286162634068694,0.0249134960108177
1.42,-0.0031481447620755,0.0342870581520017,-0.0405139939225097,-0.1552840650308654,-0.2025615177171875,0.1562110007500187,0.3365519780272822,-0.0315967433024469,0.0161775784093478
1.43,-0.0021271123553352,0.0331201969994755,-0.0380019388168677,-0.1613024053251479,-0.2200509257259876,0.1546279986440433,0.3363123666226648,-0.0469745920591457,-0.0014109204013544
1.44,-0.0008477355186434,0.0320562398719834,-0.0350636622787797,-0.1663926219245734,-0.2401684962570361,0.1511571075295091,0.3365218183224194,-0.0711044945496167,-0.025039991546761
1.45,0.0008072690343153,0.0311087288993895,-0.031519079454716,-0.17091992657023,-0.2626512716706565,0.1453019072870201,0.3339930189337451,-0.0950512608475077,-0.0480280503203694
1.46,0.0027999868622798,0.0303020900088258,-0.0274942375598984,-0.1744069430634216,-0.2879521442382959,0.1367090599118481,0.3283391798109911,-0.115481211836881,-0.0671019865083671
1.47,0.0050276376696583,0.0296630647616577,-0.0231913551673819,-0.1761000853599346,-0.3167629518048893,0.1249579651471163,0.3212836015334159,-0.1350408364537453,-0.0812194910923533
1.48,0.0073578499888316,0.0292128134108232,-0.0188963656134394,-0.175024013624034,-0.3499357108038829,0.1094686187829023,0.3145332380064671,-0.1567005369730556,-0.0854413427454661
1.49,0.0097324096516262,0.0289776804334114,-0.0147306999289719,-0.1705857651921682,-0.3879051985663164,0.0891968566114623,0.307938602712255,-0.1796891839400436,-0.0805698535196647
1.5,0.0118505346609403,0.0289443062626854,-0.0114180074417987,-0.1610478894231553,-0.431647082559369,0.0631401413382648,0.3038639598601554,-0.2065330936616252,-0.0656585612367022
1.51,0.0136028515462968,0.0291080823011533,-0.009144566900112,-0.1459001895213281,-0.4809498424725513,0.0295126672266159,0.3024741892525738,-0.2366786560502443,-0.0428627659585314
1.52,0.0152682153504721,0.029484102334321,-0.0071020606078379,-0.1270004262471566,-0.5334470027180346,-0.0142195587795477,0.2995109425385251,-0.2633785748416258,-0.0201762993232769
1.53,0.0169255722323303,0.0300517097582307,-0.0050111683764266,-0.1056248415192511,-0.5864094391220149,-0.0705431115591051,0.2934239436666909,-0.2841081774913568,-0.0006843159786039
1.54,0.0184570022518098,0.0307682895536386,-0.0031206925154862,-0.0824507669383306,-0.6369072780593595,-0.14158769911398,0.2851831751023443,-0.2997711876538209,0.0152958671034511
1.55,0.0198012843853693,0.031587481061467,-0.001539810371317,-0.0583652788962449,-0.6823133288008525,-0.2286122568864983,0.2752656927971143,-0.310984066969709,0.0289657529179979
1.56,0.0208616648659109,0.0323086282762958,-0.0003174653826793,-0.0327070119469673,-0.7301059267250515,-0.2949189421778027,0.264875231840713,-0.3198833172537271,0.0423062893315259
1.57,0.0217404982266673,0.0329436221619675,0.0008429872776229,-0.0061395504604811,-0.7814008110906805,-0.3322232474462068,0.2534097893175371,-0.3261989057589597,0.0560191233016616
1.58,0.0224342812008997,0.0335392639802945,0.0019230955202099,0.0210889439670213,-0.8351606874123907,-0.3456520995638844,0.2411097741236113,-0.3303077204658493,0.0693215297143938
1.59,0.0228922558115125,0.0341625277869596,0.0027175860669269,0.049257783450011,-0.8887828060987457,-0.3449993071892347,0.2277657750273813,-0.3313697876038397,0.0821288871883273
1.6,0.023110261446712,0.0348443905779797,0.003178072114518,0.0781824974517401,-0.9409664289443244,-0.3356996024186053,0.2137895198875193,-0.3300709554090741,0.0937331334418604
1.61,0.0231442394186073,0.0356152485720301,0.003396206386201,0.1072377324039755,-0.9899078789858266,-0.3213674325961703,0.1989057116813704,-0.3262031283789334,0.1040695494514515
1.62,0.0230046296771423,0.0364941686935583,0.0033464945801582,0.1360071820222815,-1.0338239101091298,-0.3040721392203346,0.1832832040896243,-0.3199803184233296,0.1126327054234256
1.63,0.0227671190274145,0.0374896449685912,0.003165696254662,0.1636866090218591,-1.071241683546741,-0.2804302652060947,0.1664444215070018,-0.3108998497415507,0.1195581372722037
1.64,0.0224512426027753,0.0386175338814969,0.0028559108128643,0.1895272735097036,-1.099122915368742,-0.256174182227484,0.1486382927823389,-0.2993733381013304,0.1240968442074715
1.65,0.0220332780131299,0.0398584832623687,0.0023518391746035,0.2132018674009293,-1.1164379514310507,-0.2291137812905502,0.1306076288326401,-0.2865128133654256,0.1256295933485217
1.66,0.0214923431432559,0.0411768026022376,0.0016447319114552,0.2347578178089401,-1.1232960075779364,-0.2003931698923522,0.1130068506209982,-0.273457478462689,0.1242135391512872
1.67,0.0208150712283082,0.0425295036342357,0.0007354765275166,0.2542191687948396,-1.119869796685195,-0.1719394124201164,0.0964171054525571,-0.261540470085681,0.1217782475759303
1.68,0.0200568262025602,0.043872038019414,-0.0002333107664982,0.2715604076839359,-1.1071884696554988,-0.1446535467666992,0.0803411370544819,-0.2504788388122395,0.1202933509856364
1.69,0.019241412897091,0.0451571685355897,-0.0012115080770809,0.2870233080244398,-1.0866818238451907,-0.1191378836430429,0.0644123388469547,-0.2396881682429679,0.1194947782400436
1.7,0.0183713758128794,0.0463413186468543,-0.0022105679658552,0.3008802213671557,-1.0595982286280068,-0.0955126799533827,0.0484888920463429,-0.2288221865014436,0.1188672663896523
1.71,0.0174005219543251,0.0473841059324186,-0.0033666060859379,0.3135877153717225,-1.0270752996012005,-0.0739578341196742,0.0330186221561547,-0.2183487068464641,0.1182678848241054
1.72,0.0163290210038152,0.0482575442897057,-0.0047038439721926,0.3252746236892813,-0.9897623222964798,-0.0550882379502525,0.0179583741261393,-0.2081303359696582,0.1176556247272261
1.73,0.0151134389869685,0.0489376329121736,-0.0063605604101609,0.3362032838406076,-0.9482833589086554,-0.0378061534364212,0.0037981556593126,-0.1987588884248084,0.1172117306752115
1.74,0.0137689428645323,0.0494142990942653,-0.0083271826819916,0.3462758637427388,-0.9026732236040422,-0.0236135300125975,-0.0096138784503727,-0.1899916300581864,0.1169599789904882
1.75,0.0122970808371955,0.049679101779111,-0.0106267205642419,0.3555544272335729,-0.8533303074562714,-0.0133640795082727,-0.0222853108607604,-0.1817822845813414,0.1169940819347173
1.76,0.0106755966380955,0.0497278483910342,-0.0133475986249478,0.3640575788859109,-0.8005257420974135,-0.0048584494157839,-0.0338408572599097,-0.174671319387124,0.1175498474988405
1.77,0.0089403166385872,0.0495668907923205,-0.0164329106230572,0.3714575235854492,-0.744071339374268,0.002489047927407,-0.0445447670733307,-0.1683305005383989,0.1185878146758422
1.78,0.0071378549938593,0.0492123732449638,-0.0198008926563846,0.3771392117684184,-0.682945093119642,0.0078628209351238,-0.0546787178119447,-0.1624551120855804,0.1199790174778785
1.79,0.0052877647474829,0.0486832611776117,-0.0234352491529472,0.3805613217914408,-0.6157750145889715,0.0079889254623906,-0.0641589797399972,-0.1572566246290415,0.1216987157049761
1.8,0.0034044962233259,0.0479842299442121,-0.027328597375897,0.381537702159452,-0.5423026956652225,0.0032119798126615,-0.072834451208277,-0.1530697809758997,0.1238471398960617
1.81,0.0014897592898339,0.0471105365996802,-0.0314844683952987,0.3806486947316464,-0.4642523510532961,-0.006637709956458,-0.0805371117099261,-0.1502496214694672,0.1266469654562732
1.82,-0.000373701450066,0.0460559426902654,-0.0356712043649784,0.3784928173861186,-0.385599010804635,-0.0147032714106473,-0.0875406785507037,-0.148888984907699,0.1302013039908814
1.83,-0.0020802063980715,0.0448363683884511,-0.0395816947506831,0.375427005204669,-0.3098638723428483,-0.0190777399574945,-0.0942386782885239,-0.1490231785509492,0.1344260211256931
1.84,-0.0034400081948756,0.0434808227814786,-0.0427073043508097,0.3706884139415712,-0.2389597935390689,-0.0124894043460451,-0.1015010823011194,-0.150278688731779,0.1389439334400295
1.85,-0.004366439132274,0.0420402121589874,-0.0447854438685441,0.3640730920909213,-0.1737331510606528,-0.0055390515831583,-0.1095999768940053,-0.1527287534055984,0.1433506296605611
1.86,-0.0049121287733531,0.0405508049276255,-0.0459191121042382,0.3570913632240948,-0.1181643129023063,0.0012908305188214,-0.1180871112086644,-0.1569153164724509,0.1475397039570853
1.87,-0.0050984599599099,0.0390501615981482,-0.046154103585173,0.350654746684672,-0.0750972094782525,0.011617608506365,-0.126743079671954,-0.1630701508770428,0.1512473895162995
1.88,-0.0049332699716736,0.0375825925815975,-0.0455084491008079,0.3450862290655575,-0.0454771162638355,0.0213234257910989,-0.135404270703084,-0.1713782689033843,0.1541412333335697
1.89,-0.0044469374389535,0.0361848351344252,-0.0440781905337654,0.3407828151137271,-0.0300037812573367,0.0261771439462755,-0.1437166866830981,-0.1822346098032071,0.1559866895712325
1.9,-0.0037022092513542,0.0348789775634047,-0.0420601126967632,0.3381851328178393,-0.0285236921390406,0.0230842278749161,-0.1512808399792981,-0.1958305851137735,0.1565653620512921
1.91,-0.0027329885049856,0.0336765616023613,-0.0395943705548667,0.3372654066822758,-0.0397602656640647,0.009331561561541,-0.1578757738799002,-0.2121912739307535,0.1556355768718795
1.92,5e-06,0.0317566182432357,-0.033207279738741,0.3333910235663166,-0.0784895471819276,-0.0391659737656153,-0.1689249760905069,-0.2486567802854555,0.1486549462440569
1.93,0.0018984965256655,0.0308804000754483,-0.0292353598988357,0.3280990723050614,-0.0987976852197669,-0.0615750945715872,-0.1732501538378428,-0.2724696451557727,0.1415453306515777
1.94,0.0039475412640836,0.0301448728540476,-0.025220706410576,0.3221191305058374,-0.1191155470849445,-0.0781134749138744,-0.1755218209885311,-0.2998319173258261,0.1317499411739097
1.95,0.0059878830558608,0.0295645426663327,-0.0215221425747108,0.3179525029022808,-0.143620120702429,-0.0842304239598767,-0.1747016964908091,-0.3315706632408514,0.1189051044047053
1.96,0.00812393592789,0.0291817372538488,-0.0178315991296551,0.3141540498423583,-0.1704866709386222,-0.0788618837055112,-0.1710586182002892,-0.3676231193746947,0.1018477131286265
